Product_ID,Product_Name,Category,Brand,Current_Price,Competitor_Price,Stock,Units_Sold,Rating,Discount_Percentage,Season,Customer_Type,City,Payment_Method,Delivery_Days,Return_Rate,Review_Count,Wishlist_Count,Cart_Abandonment_Rate,Seller_Rating,Shipping_Cost,Marketing_Spend,Holiday,Weekday,Demand_Index,Recommendation_Score,Recommended_Price
P00140,Sunscreen,Beauty,Lakme,65688,63689,225,437,3.7,5,Festival,New,Hyderabad,Debit Card,1,1.44,7487,9658,42.75,3.1,499,17058,No,Saturday,44,88.77,62404
P00141,Shoes,Fashion,Levis,36799,35480,513,74,4.6,50,Winter,New,Bengaluru,Credit Card,1,6.47,1046,1918,42.07,3.7,256,3616,Yes,Thursday,69,90.47,36799
P00142,Lipstick,Beauty,Dove,60527,59103,841,596,3.4,50,Normal,Premium,Mumbai,Cash on Delivery,6,13.22,6307,1335,10.05,3.7,23,28093,No,Thursday,96,52.9,65369
P00143,Jeans,Fashion,Levis,72902,70547,323,353,4.7,50,Summer,Returning,Delhi,Net Banking,5,2.48,7303,4398,6.56,3.1,485,17550,Yes,Friday,74,99.58,72902
P00144,Headphones,Electronics,Apple,30126,33067,91,539,4.0,20,Festival,New,Ahmedabad,Credit Card,6,10.95,6983,8018,67.81,4.7,149,45652,Yes,Thursday,58,86.23,30126
P00145,Milk,Grocery,Amul,64951,62424,103,428,3.9,20,Normal,Premium,Chennai,Debit Card,4,9.94,4774,8777,31.51,4.5,314,29296,No,Monday,86,92.37,70147
P00146,Tablet,Electronics,Sony,14297,12271,507,318,2.8,10,Festival,Returning,Bengaluru,Cash on Delivery,3,7.55,694,3086,29.51,3.5,303,25098,No,Wednesday,68,63.06,14297
P00147,Wheat Flour,Grocery,Fortune,44723,45428,459,159,4.4,40,Summer,Premium,Pune,UPI,6,3.0,2785,6797,53.0,3.9,436,8331,Yes,Wednesday,83,67.15,48300
P00148,Face Wash,Beauty,Mamaearth,53245,53655,679,499,3.6,25,Summer,Premium,Chennai,UPI,3,0.79,5172,4008,35.09,4.1,500,37858,No,Tuesday,96,94.53,57504
P00149,Pressure Cooker,Home & Kitchen,Milton,67062,65815,836,107,2.9,15,Winter,Premium,Chennai,UPI,5,11.77,358,5330,64.41,4.8,446,16478,Yes,Monday,73,51.6,67062
P00150,Rice,Grocery,Tata,43942,44660,700,317,3.9,15,Winter,New,Mumbai,Cash on Delivery,1,3.32,4935,2574,33.68,3.9,235,38459,Yes,Thursday,43,51.16,41745
P00151,T-Shirt,Fashion,Puma,8245,10914,964,373,4.3,15,Normal,Premium,Mumbai,Debit Card,7,7.31,2735,215,69.49,3.7,139,49206,Yes,Monday,70,84.71,8245
P00152,Smart TV,Electronics,HP,68903,70664,978,267,4.0,5,Winter,Returning,Kolkata,Debit Card,4,10.67,5694,3572,66.65,3.9,49,24404,No,Sunday,59,59.1,68903
P00153,Laptop,Electronics,HP,50787,51960,236,527,3.0,0,Festival,New,Kolkata,Credit Card,5,10.69,1155,7918,46.19,4.5,140,6384,No,Wednesday,80,71.1,50787
P00154,Laptop,Electronics,Dell,9039,11691,58,591,4.4,30,Winter,Returning,Ahmedabad,Credit Card,7,14.88,6536,4521,38.54,4.8,475,20963,Yes,Wednesday,65,83.88,9039
P00155,Jeans,Fashion,Zara,36962,39438,383,66,3.7,25,Winter,Premium,Ahmedabad,Debit Card,2,11.67,6544,4126,27.39,3.8,101,1569,Yes,Monday,66,72.66,36962
P00156,Smart TV,Electronics,OnePlus,17524,15487,855,488,3.1,5,Normal,New,Ahmedabad,Cash on Delivery,3,7.98,967,8114,22.7,4.6,190,13851,No,Monday,87,61.26,18925
P00157,Sneakers,Fashion,Nike,24836,22634,488,276,3.9,5,Summer,Returning,Bengaluru,Debit Card,3,5.46,1499,6610,26.41,3.3,398,19096,No,Monday,99,75.85,26822
P00158,Fan,Home & Kitchen,Pigeon,4596,4138,417,365,3.6,10,Summer,Premium,Mumbai,Credit Card,5,8.62,7164,8325,51.62,4.0,250,9419,Yes,Friday,58,84.63,4596
P00159,Camera,Electronics,Lenovo,5279,3135,523,533,2.8,0,Festival,Premium,Pune,Cash on Delivery,4,2.61,1821,725,58.35,3.0,459,14403,No,Saturday,71,96.57,5279
P00160,Shoes,Fashion,Nike,51227,52131,581,412,3.5,50,Winter,Premium,Ahmedabad,Cash on Delivery,7,12.1,3366,6598,48.99,4.4,264,14052,Yes,Sunday,98,95.09,55325
P00161,Bag,Fashion,Zara,68412,67384,43,371,3.4,30,Monsoon,New,Pune,Debit Card,3,7.67,4046,4165,12.83,4.5,450,11240,No,Sunday,52,67.18,68412
P00162,Tea,Grocery,Amul,37124,35507,124,243,4.4,5,Festival,Returning,Hyderabad,UPI,3,2.22,7646,1037,6.98,4.2,116,49575,No,Friday,63,83.08,37124
P00163,Shampoo,Beauty,Dove,46107,43894,966,378,3.6,50,Festival,Premium,Mumbai,UPI,4,8.06,627,3450,5.05,3.4,387,8968,Yes,Wednesday,80,82.75,46107
P00164,Shoes,Fashion,Zara,58438,58970,544,494,3.2,10,Festival,New,Bengaluru,Credit Card,7,7.57,4348,7682,47.88,3.6,84,3654,Yes,Monday,53,69.68,58438
P00165,Shampoo,Beauty,L'Oreal,72366,73340,495,259,3.6,15,Summer,Premium,Chennai,UPI,3,11.4,2638,5287,43.3,3.8,206,6569,No,Thursday,61,98.18,72366
P00166,Water Bottle,Home & Kitchen,Cello,56585,58537,250,284,3.4,10,Festival,Returning,Ahmedabad,Net Banking,6,12.15,6479,1241,24.23,4.0,158,27236,Yes,Tuesday,82,67.68,61111
P00167,Hoodie,Fashion,Nike,43231,40402,458,448,2.6,50,Winter,Premium,Bengaluru,Debit Card,7,8.2,6063,8627,47.63,4.2,418,8989,No,Tuesday,89,84.4,46689
P00168,Camera,Electronics,HP,69803,68074,948,577,3.8,50,Winter,New,Ahmedabad,Net Banking,6,8.6,5717,7158,25.77,4.5,318,25001,Yes,Friday,73,70.67,69803
P00169,Wheat Flour,Grocery,Nestle,2139,-167,387,269,3.3,10,Summer,Premium,Chennai,Debit Card,7,0.98,4226,6028,42.84,4.6,451,26232,Yes,Monday,47,63.54,2033
P00170,Coffee,Grocery,Tata,24375,22101,884,531,3.2,25,Winter,New,Pune,Debit Card,5,3.91,4045,1878,5.46,4.4,456,34295,Yes,Friday,86,77.12,26325
P00171,Smart Watch,Electronics,Sony,22762,22079,426,371,4.8,40,Festival,New,Ahmedabad,UPI,4,10.43,607,9523,22.95,3.4,267,29474,Yes,Tuesday,72,88.74,22762
P00172,Smartphone,Electronics,Dell,20105,22397,321,252,3.6,40,Summer,Returning,Bengaluru,Cash on Delivery,3,1.14,1618,7595,28.59,4.6,362,6519,Yes,Tuesday,78,81.22,20105
P00173,Sneakers,Fashion,H&M,1583,2620,132,205,4.9,50,Monsoon,Premium,Kolkata,Net Banking,6,0.29,26,3650,54.46,4.3,55,19167,No,Sunday,73,82.95,1583
P00174,Face Wash,Beauty,Dove,46057,43363,807,488,4.7,10,Winter,New,Bengaluru,Net Banking,7,9.09,7701,6256,61.9,4.7,243,35922,Yes,Saturday,55,51.29,46057
P00175,Water Bottle,Home & Kitchen,Milton,65047,62774,319,404,4.7,0,Monsoon,New,Kolkata,Debit Card,3,14.88,7211,188,57.75,3.5,471,28846,Yes,Wednesday,46,67.74,61795
P00176,Rice,Grocery,Amul,48097,46715,357,60,3.9,20,Winter,Premium,Ahmedabad,Debit Card,4,10.9,2723,426,20.89,4.4,263,15694,Yes,Thursday,100,63.21,51944
P00177,Camera,Electronics,Sony,44929,42396,495,421,3.5,0,Normal,Returning,Hyderabad,Debit Card,1,11.59,7698,9991,19.19,4.9,350,25553,No,Friday,78,96.38,44929
P00178,Rice,Grocery,Amul,71876,74360,391,50,4.8,15,Normal,Premium,Kolkata,Credit Card,1,13.63,3066,2910,14.47,4.9,310,43337,No,Monday,62,65.08,71876
P00179,Jeans,Fashion,Puma,62502,63710,965,457,3.0,25,Summer,Returning,Delhi,Debit Card,2,5.0,2728,1163,25.89,4.1,181,49762,No,Monday,50,93.07,62502
P00180,Coffee,Grocery,Fortune,69989,67369,132,360,2.7,15,Winter,Returning,Mumbai,Credit Card,2,4.99,3775,3636,32.38,4.2,210,16563,Yes,Wednesday,88,94.69,75588
P00181,Jacket,Fashion,Adidas,66321,65840,265,309,4.6,40,Festival,Premium,Hyderabad,Credit Card,3,1.96,704,7571,66.09,3.7,331,2806,Yes,Tuesday,95,87.64,71626
P00182,Mixer,Home & Kitchen,Milton,38813,40560,574,171,3.5,0,Winter,Premium,Hyderabad,Cash on Delivery,5,9.09,853,140,34.81,4.5,243,31921,No,Thursday,63,96.93,38813
P00183,Rice,Grocery,Amul,29810,31941,225,394,3.7,25,Festival,Premium,Ahmedabad,UPI,4,5.81,4678,9385,43.26,4.0,304,3080,Yes,Saturday,47,91.51,28320
P00184,Face Wash,Beauty,Nivea,31744,32984,374,247,2.9,5,Monsoon,Premium,Chennai,Net Banking,2,12.3,5895,142,44.21,4.5,158,12958,Yes,Tuesday,68,53.65,31744
P00185,Shoes,Fashion,H&M,8896,10678,544,96,2.8,40,Festival,New,Delhi,Cash on Delivery,2,0.84,4116,153,37.83,3.9,149,36705,No,Sunday,90,68.51,9607
P00186,Hoodie,Fashion,H&M,68591,68202,990,443,3.0,50,Festival,New,Pune,Net Banking,3,7.14,7277,3323,38.96,3.1,242,20320,Yes,Saturday,56,77.85,68591
P00187,Hoodie,Fashion,Puma,77555,77339,994,420,4.4,10,Normal,Returning,Ahmedabad,Net Banking,3,3.34,6326,9576,17.06,4.5,195,36612,No,Tuesday,52,74.32,77555
P00188,Headphones,Electronics,Samsung,57807,59852,122,364,2.9,20,Monsoon,Returning,Bengaluru,UPI,7,2.56,2397,7994,6.62,4.3,301,40253,Yes,Friday,72,50.15,57807
P00189,Cooking Oil,Grocery,Aashirvaad,2776,2905,194,396,4.3,5,Summer,Premium,Kolkata,UPI,4,12.54,2374,1830,68.58,4.8,88,8666,Yes,Monday,73,65.58,2776
P00190,Headphones,Electronics,Apple,36195,37220,342,122,3.8,5,Monsoon,New,Ahmedabad,Credit Card,3,8.59,3669,795,61.38,4.6,116,32027,Yes,Friday,99,51.09,39090
P00191,Body Wash,Beauty,Lakme,7459,5051,19,256,2.8,15,Festival,Returning,Hyderabad,Cash on Delivery,5,9.47,7014,9923,32.76,3.7,462,8310,No,Saturday,67,60.85,7459
P00192,Pressure Cooker,Home & Kitchen,Prestige,77662,74980,369,195,5.0,30,Summer,Returning,Ahmedabad,Debit Card,3,7.67,1032,9069,6.31,3.6,168,3751,Yes,Thursday,54,79.28,77662
P00193,Pressure Cooker,Home & Kitchen,Prestige,39595,36831,969,305,3.0,20,Festival,New,Pune,Net Banking,3,6.7,2544,2362,25.44,3.4,406,7218,Yes,Tuesday,82,94.17,42762
P00194,Shoes,Fashion,Adidas,9744,9642,921,423,4.0,5,Festival,Premium,Mumbai,Credit Card,5,9.92,1503,4980,31.35,4.5,107,14262,Yes,Sunday,81,55.83,10523
P00195,Wheat Flour,Grocery,Amul,39425,40914,498,495,3.3,10,Winter,Returning,Mumbai,Cash on Delivery,3,2.81,6329,6588,65.94,3.0,390,11252,No,Friday,97,80.91,42579
P00196,T-Shirt,Fashion,Levis,29100,28670,372,98,5.0,40,Winter,Returning,Delhi,Credit Card,3,7.87,5538,3653,26.91,4.1,130,43081,Yes,Tuesday,43,92.04,27645
P00197,Face Wash,Beauty,Lakme,67795,70197,727,95,4.2,0,Normal,Premium,Chennai,Credit Card,6,7.86,6654,8345,62.66,3.2,219,8745,No,Wednesday,78,90.76,67795
P00198,Shoes,Fashion,Levis,75153,74055,862,450,2.9,40,Monsoon,Premium,Hyderabad,Credit Card,1,1.96,3925,2066,55.81,4.1,482,49517,No,Friday,63,51.5,75153
P00199,Sneakers,Fashion,Nike,13533,11930,708,136,3.2,10,Winter,New,Delhi,UPI,4,4.07,7774,884,52.84,3.1,290,33559,Yes,Thursday,69,91.94,13533
P00200,Body Wash,Beauty,Lakme,57942,59140,547,599,3.8,5,Summer,New,Bengaluru,Credit Card,4,14.21,1118,9789,64.71,4.5,340,10109,No,Sunday,94,67.53,62577
P00201,Bag,Fashion,Adidas,9769,10118,970,214,2.9,5,Monsoon,Premium,Mumbai,Debit Card,5,10.84,6322,3403,49.46,4.6,75,6426,Yes,Saturday,47,85.08,9281
P00202,Hoodie,Fashion,Puma,28510,28948,338,145,4.5,5,Normal,Premium,Hyderabad,UPI,2,5.84,350,4292,25.29,4.4,105,25416,No,Wednesday,48,68.13,27085
P00203,Fan,Home & Kitchen,Milton,66858,68014,631,54,4.5,30,Normal,Premium,Ahmedabad,Credit Card,1,14.81,2328,5265,23.4,3.9,151,31592,Yes,Saturday,95,76.1,72206
P00204,Smart TV,Electronics,Lenovo,23717,25200,623,584,3.2,20,Winter,Returning,Pune,Debit Card,5,3.55,2670,6360,66.12,3.1,259,2216,No,Friday,84,71.53,25614
P00205,Milk,Grocery,Aashirvaad,26620,26955,529,329,2.7,25,Winter,Premium,Kolkata,UPI,6,4.12,5350,4629,5.9,4.7,318,18621,No,Saturday,40,99.57,25289
P00206,Milk,Grocery,Tata,26935,23953,873,11,4.9,25,Winter,Returning,Pune,Debit Card,5,5.54,1605,273,28.17,3.1,272,13143,Yes,Thursday,74,78.14,26935
P00207,Wheat Flour,Grocery,Fortune,6202,5445,542,206,2.9,20,Summer,New,Kolkata,Cash on Delivery,5,4.91,1700,9079,64.51,5.0,478,14643,No,Monday,95,52.98,6698
P00208,Mixer,Home & Kitchen,Prestige,67523,67511,835,564,4.5,15,Normal,Premium,Pune,Credit Card,1,5.3,2387,108,56.43,4.4,193,6983,Yes,Monday,62,52.09,67523
P00209,Bag,Fashion,H&M,34698,34994,440,197,3.8,5,Summer,New,Bengaluru,Cash on Delivery,6,1.29,1427,1727,37.89,4.4,374,12401,Yes,Sunday,62,52.92,34698
P00210,Milk,Grocery,Aashirvaad,5916,4620,43,544,3.7,40,Summer,New,Kolkata,Debit Card,2,11.39,6594,932,68.93,3.5,92,35350,Yes,Saturday,82,68.53,6389
P00211,Perfume,Beauty,Dove,51584,51261,990,533,3.5,5,Winter,Premium,Hyderabad,Net Banking,2,8.12,6188,8435,33.68,3.1,478,23190,Yes,Saturday,55,97.08,51584
P00212,Tea,Grocery,Fortune,55565,57111,348,150,4.4,20,Normal,Returning,Bengaluru,Cash on Delivery,6,9.99,3012,9102,23.28,4.8,53,19098,Yes,Saturday,71,95.64,55565
P00213,Laptop,Electronics,HP,53187,53738,727,590,4.3,40,Monsoon,Returning,Delhi,Cash on Delivery,1,8.39,965,6640,42.21,4.3,387,18344,No,Sunday,99,86.12,57441
P00214,Camera,Electronics,Dell,10951,11689,134,440,3.4,0,Festival,New,Ahmedabad,Credit Card,2,2.29,4204,4417,56.86,4.6,255,2889,Yes,Friday,100,74.44,11827
P00215,Rice,Grocery,Aashirvaad,39341,42232,849,460,3.4,50,Winter,New,Bengaluru,Net Banking,3,12.1,5097,627,63.76,3.4,420,24795,Yes,Tuesday,60,55.43,39341
P00216,T-Shirt,Fashion,Puma,78870,79923,69,202,3.6,25,Winter,New,Bengaluru,Credit Card,7,11.25,1971,923,29.14,4.9,349,12929,Yes,Tuesday,99,83.05,85179
P00217,Lipstick,Beauty,L'Oreal,10603,7674,434,66,3.0,10,Summer,Premium,Chennai,Debit Card,2,11.27,7564,6632,34.53,3.7,497,48246,No,Tuesday,88,76.22,11451
P00218,Tea,Grocery,Tata,68959,71101,969,86,2.7,0,Monsoon,New,Hyderabad,Net Banking,7,6.49,2000,2653,46.08,3.1,105,19183,Yes,Thursday,73,99.92,68959
P00219,Shoes,Fashion,Puma,47163,45269,968,566,2.8,20,Festival,Returning,Ahmedabad,Cash on Delivery,7,2.9,6553,973,18.19,4.0,281,27627,No,Monday,74,96.08,47163
P00220,Jeans,Fashion,Zara,44623,43913,14,230,3.6,15,Monsoon,Premium,Hyderabad,Cash on Delivery,5,1.69,6946,3125,28.99,4.3,229,19358,Yes,Sunday,85,61.27,48192
P00221,Face Wash,Beauty,L'Oreal,8210,9408,903,63,3.6,5,Monsoon,Returning,Pune,Net Banking,1,11.12,4229,685,42.58,4.3,159,14122,No,Sunday,61,77.79,8210
P00222,Laptop,Electronics,Samsung,34511,33447,735,538,4.1,0,Summer,Premium,Delhi,Credit Card,7,6.6,3611,4848,17.1,3.3,380,20055,No,Thursday,56,64.7,34511
P00223,Jeans,Fashion,Nike,33710,35606,635,141,4.4,30,Monsoon,New,Ahmedabad,Net Banking,4,2.92,2055,271,67.93,3.2,488,33921,Yes,Sunday,40,67.28,32025
P00224,Jeans,Fashion,H&M,76205,76785,830,173,4.8,5,Normal,New,Pune,UPI,7,2.19,1001,859,20.53,3.1,221,47449,No,Saturday,90,80.28,82301
P00225,Sneakers,Fashion,Nike,54874,56551,513,180,4.5,20,Festival,Premium,Mumbai,Cash on Delivery,6,9.58,4224,9576,38.24,4.0,443,17824,Yes,Monday,72,52.49,54874
P00226,Perfume,Beauty,L'Oreal,56856,58532,875,553,2.6,50,Winter,Returning,Kolkata,Credit Card,7,11.43,1624,1713,10.47,3.6,310,40363,No,Saturday,99,85.66,61404
P00227,Tablet,Electronics,Samsung,8217,6482,467,84,4.8,30,Festival,New,Mumbai,Cash on Delivery,1,2.39,1640,8163,50.77,4.7,367,34994,No,Friday,76,91.34,8217
P00228,Shoes,Fashion,Adidas,25885,27679,701,381,3.5,15,Monsoon,Premium,Delhi,Net Banking,3,12.91,6970,8411,52.17,4.7,454,48208,No,Tuesday,68,75.51,25885
P00229,Water Bottle,Home & Kitchen,Prestige,19276,21613,453,383,4.7,40,Festival,Returning,Bengaluru,Cash on Delivery,2,3.26,3939,716,68.4,5.0,96,18402,Yes,Thursday,86,96.37,20818
P00230,Milk,Grocery,Fortune,18663,18833,142,248,2.9,0,Monsoon,Returning,Bengaluru,UPI,1,10.45,324,623,25.29,4.7,156,47421,No,Friday,54,89.85,18663
P00231,Shampoo,Beauty,Lakme,34845,37751,598,102,4.1,5,Summer,New,Chennai,Debit Card,2,0.9,5543,1255,14.01,4.9,135,14835,Yes,Tuesday,77,82.28,34845
P00232,Camera,Electronics,HP,79935,77446,538,228,2.6,5,Winter,Premium,Delhi,Credit Card,4,0.21,1008,2906,8.74,4.0,329,13701,Yes,Saturday,79,54.81,79935
P00233,Shoes,Fashion,H&M,20083,20067,711,397,3.0,15,Festival,Returning,Kolkata,Credit Card,6,14.85,3007,705,46.88,4.6,470,9497,No,Friday,67,79.75,20083
P00234,T-Shirt,Fashion,Nike,48023,45899,439,418,3.8,5,Summer,New,Pune,UPI,2,0.79,7254,5517,36.91,3.4,112,36050,Yes,Saturday,57,68.13,48023
P00235,Chair,Home & Kitchen,Philips,34081,36403,913,487,4.7,25,Summer,New,Pune,Debit Card,4,14.14,3227,2203,45.34,4.2,159,35476,No,Monday,94,75.24,36807
P00236,Smart Watch,Electronics,Apple,72711,71319,987,522,3.6,0,Festival,New,Kolkata,Net Banking,1,3.5,6032,9484,47.98,4.7,283,10659,Yes,Saturday,59,77.13,72711
P00237,Body Wash,Beauty,Nivea,77970,78433,341,498,2.7,40,Festival,Returning,Pune,Debit Card,7,13.65,7389,7364,55.08,3.7,101,39885,No,Saturday,97,81.39,84207
P00238,Shoes,Fashion,Nike,43501,40764,539,572,5.0,50,Winter,New,Kolkata,UPI,5,12.0,2291,3980,54.96,4.4,264,31782,Yes,Thursday,85,85.79,46981
P00239,Jeans,Fashion,Adidas,1679,2926,812,301,4.8,25,Festival,New,Chennai,UPI,5,0.71,1747,5546,39.14,4.6,406,3000,Yes,Saturday,79,88.31,1679
P00240,Pressure Cooker,Home & Kitchen,Cello,578,-14,912,479,2.8,50,Monsoon,Premium,Ahmedabad,Cash on Delivery,5,12.99,1943,8644,51.69,3.3,349,16229,Yes,Wednesday,91,70.13,624
P00241,Sunscreen,Beauty,Nivea,39824,38790,752,336,3.4,20,Winter,Premium,Delhi,Credit Card,6,5.29,6164,4650,64.06,4.6,305,47015,Yes,Saturday,57,79.58,39824
P00242,Lipstick,Beauty,L'Oreal,71569,69042,134,50,4.1,50,Winter,New,Bengaluru,Net Banking,4,5.25,4774,8498,67.42,4.8,173,3229,No,Friday,96,87.63,77294
P00243,Shampoo,Beauty,Dove,71360,73564,742,269,3.3,0,Winter,Premium,Bengaluru,Credit Card,2,13.48,2351,1429,67.88,4.6,148,1946,No,Thursday,53,54.58,71360
P00244,Biscuits,Grocery,Amul,19076,21113,149,593,3.1,25,Festival,Premium,Bengaluru,UPI,7,10.9,6053,5250,28.94,3.1,440,42809,No,Thursday,87,52.0,20602
P00245,Smartphone,Electronics,Lenovo,34006,36828,414,509,3.0,15,Normal,Premium,Hyderabad,Credit Card,4,13.65,1630,4614,64.85,4.9,145,14622,No,Wednesday,84,80.92,36726
P00246,Laptop,Electronics,Sony,3328,4894,142,48,2.8,50,Monsoon,New,Mumbai,Debit Card,2,1.19,5963,4974,59.41,4.3,281,38379,No,Saturday,65,72.4,3328
P00247,Tablet,Electronics,HP,45727,45872,766,537,2.7,40,Monsoon,New,Bengaluru,Cash on Delivery,7,10.19,3328,5701,15.19,4.1,279,30360,Yes,Wednesday,83,84.04,49385
P00248,Chair,Home & Kitchen,Pigeon,39765,42734,14,536,4.4,0,Winter,New,Hyderabad,UPI,4,11.92,2486,2907,30.87,4.5,463,42466,Yes,Monday,59,98.62,39765
P00249,Hoodie,Fashion,H&M,48106,47703,474,211,2.6,15,Festival,Returning,Delhi,UPI,5,9.75,4612,4174,32.97,4.3,230,7647,No,Wednesday,62,88.9,48106
P00250,Headphones,Electronics,Dell,15474,12810,271,200,2.6,10,Summer,New,Ahmedabad,UPI,2,14.87,7348,6357,59.48,4.2,491,32955,No,Thursday,89,93.1,16711
P00251,Pressure Cooker,Home & Kitchen,Milton,7405,5315,477,333,3.8,25,Winter,Premium,Chennai,Net Banking,4,2.42,7734,3070,61.53,4.1,107,8770,Yes,Friday,90,98.88,7997
P00252,Bag,Fashion,Levis,58404,58828,353,264,3.0,30,Festival,Premium,Mumbai,Debit Card,7,3.34,2543,9798,64.88,4.5,241,24853,Yes,Friday,86,51.48,63076
P00253,Wheat Flour,Grocery,Tata,77999,80879,83,577,3.8,20,Summer,New,Pune,UPI,7,2.87,2011,1498,23.42,4.1,391,32613,No,Friday,47,62.22,74100
P00254,Pressure Cooker,Home & Kitchen,Cello,68649,66217,38,194,4.2,20,Summer,Premium,Bengaluru,Credit Card,2,13.26,2267,9203,63.37,4.5,353,9053,Yes,Thursday,83,57.58,74140
P00255,Sunscreen,Beauty,Dove,67326,66104,739,470,4.8,50,Normal,New,Ahmedabad,UPI,4,4.49,3706,5653,55.79,4.3,482,28960,No,Wednesday,72,91.09,67326
P00256,Perfume,Beauty,Mamaearth,74210,74487,64,165,4.9,50,Winter,Premium,Pune,Cash on Delivery,6,5.35,1834,4696,30.55,4.9,127,23910,No,Friday,69,74.26,74210
P00257,Moisturizer,Beauty,Mamaearth,9904,10794,420,113,3.7,50,Winter,New,Mumbai,Credit Card,2,1.6,3266,8522,69.86,3.7,51,15192,No,Friday,91,69.91,10696
P00258,Shoes,Fashion,Puma,31275,33426,1000,210,2.8,40,Summer,Premium,Chennai,Net Banking,7,2.8,6612,7389,24.38,4.4,87,44270,No,Thursday,70,73.11,31275
P00259,Tea,Grocery,Nestle,60226,61727,201,7,4.3,0,Winter,Premium,Pune,UPI,3,5.83,482,3215,53.54,4.2,313,45768,Yes,Wednesday,82,84.91,65044
P00260,Shoes,Fashion,Levis,77367,77303,774,549,3.2,40,Festival,Returning,Chennai,Credit Card,2,12.16,6355,6426,69.57,3.9,104,39479,Yes,Friday,56,63.44,77367
P00261,Smartphone,Electronics,HP,13347,10739,282,90,3.9,30,Winter,Premium,Chennai,Cash on Delivery,3,0.83,4000,5444,60.79,4.9,306,12221,Yes,Tuesday,60,72.47,13347
P00262,Moisturizer,Beauty,Nivea,26897,27811,307,434,4.0,10,Summer,New,Kolkata,Debit Card,3,6.04,1985,5950,42.06,3.4,118,20764,Yes,Wednesday,94,52.6,29048
P00263,Shoes,Fashion,Levis,15715,17842,159,129,2.7,5,Normal,Returning,Hyderabad,Cash on Delivery,4,6.04,4863,6772,61.74,4.7,191,47541,Yes,Monday,51,61.29,15715
P00264,Milk,Grocery,Aashirvaad,21471,24213,998,421,3.7,50,Monsoon,Premium,Delhi,UPI,1,0.72,2512,1558,21.24,3.6,127,46689,Yes,Saturday,57,71.67,21471
P00265,Jacket,Fashion,Nike,52573,52310,216,521,4.8,15,Monsoon,Premium,Kolkata,Debit Card,1,7.96,5823,8926,32.86,4.2,299,7073,Yes,Monday,73,50.47,52573
P00266,Table,Home & Kitchen,Philips,28862,26907,670,532,4.3,50,Winter,Premium,Bengaluru,Credit Card,4,4.37,7396,954,67.51,3.0,267,48483,No,Wednesday,100,80.61,31170
P00267,Shampoo,Beauty,Lakme,68925,68161,365,112,3.8,50,Winter,Premium,Pune,Net Banking,3,10.16,7606,4299,32.87,3.2,280,32289,No,Sunday,55,61.94,68925
P00268,Hoodie,Fashion,Zara,5220,2977,879,385,3.5,20,Festival,Premium,Kolkata,UPI,7,12.84,1438,7781,32.95,3.4,66,20018,No,Tuesday,72,52.88,5220
P00269,Smartphone,Electronics,OnePlus,58140,57017,14,296,4.0,0,Winter,Premium,Ahmedabad,Debit Card,7,9.1,4075,2797,68.33,3.9,364,31708,Yes,Saturday,73,69.51,58140
P00270,Shoes,Fashion,Adidas,75926,77006,642,46,4.6,15,Normal,New,Mumbai,Cash on Delivery,4,7.93,4360,5002,67.32,4.2,60,10373,No,Sunday,56,72.04,75926
P00271,Moisturizer,Beauty,Lakme,77105,78790,213,308,3.2,25,Summer,New,Hyderabad,Net Banking,2,3.49,7121,1646,23.96,4.6,119,32627,Yes,Thursday,89,77.83,83273
P00272,Table,Home & Kitchen,Philips,61139,58536,482,337,4.0,50,Winter,Premium,Kolkata,Net Banking,5,12.06,2796,6820,27.66,3.5,165,35473,No,Monday,86,57.44,66030
P00273,Bag,Fashion,Adidas,43140,43962,274,147,3.1,20,Winter,Premium,Hyderabad,Net Banking,2,5.3,3410,1915,45.91,3.6,203,47158,No,Sunday,46,77.71,40983
P00274,Fan,Home & Kitchen,Milton,41880,44614,687,163,3.3,0,Winter,Returning,Hyderabad,Net Banking,1,2.49,255,459,20.32,4.2,392,24602,No,Monday,75,99.84,41880
P00275,Lipstick,Beauty,Mamaearth,22287,22287,624,594,4.1,25,Monsoon,Premium,Bengaluru,Credit Card,5,0.35,6556,940,68.74,3.2,151,24893,Yes,Wednesday,43,58.74,21173
P00276,Coffee,Grocery,Aashirvaad,18649,18790,525,536,4.1,0,Monsoon,Returning,Bengaluru,Debit Card,2,1.88,214,7587,37.99,4.8,490,48168,No,Wednesday,74,58.28,18649
P00277,Jacket,Fashion,Nike,75370,76240,40,249,2.5,30,Festival,New,Ahmedabad,Net Banking,6,8.0,59,6906,69.07,3.1,258,44945,Yes,Sunday,44,89.44,71602
P00278,Cooking Oil,Grocery,Fortune,26958,25767,950,153,3.4,50,Monsoon,Returning,Mumbai,Credit Card,6,1.77,6372,1866,38.2,4.3,456,40543,Yes,Sunday,85,82.45,29114
P00279,Smart TV,Electronics,Sony,13356,12258,719,525,4.8,30,Winter,Premium,Chennai,UPI,6,12.57,3109,5847,27.42,4.3,23,5489,Yes,Thursday,81,76.52,14424
P00280,Hoodie,Fashion,H&M,63545,65003,520,356,4.7,30,Monsoon,New,Bengaluru,Credit Card,3,1.07,7446,2556,9.98,3.2,189,35699,No,Thursday,44,58.62,60368
